,id,created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,user_id,user_screen_name,user_name,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count,negative,neutral,positive,sentiment_score,sentiment
0,D1,2022-07-12 21:14:46,dunkin donut erwin tn mix frozen coffe ham breakfast subway campobello sc roast beef dollar gener landrum sc trash bag use toilet paper look low miss local store shelv,,[],[],0,0,,,1087030532532244480,Liza11864896,Liza,19,2,11,False,12,0.078,0.922,0.0,-0.5106,negative
1,D2,2022-07-12 21:13:49,dunkin realli thing w snackin bacon wtf,,[],[],0,0,,,244287576,bombassZee,🧚🏾‍♀️FairyThugMuva🧚🏾‍♀️,970,2174,31581,False,72906,0.297,0.703,0.0,-0.5859,negative
2,D3,2022-07-12 21:11:55,dunkin gotta though lol,,[54966102],['Sherly_Francois'],0,0,54966102.0,Sherly_Francois,132369739,Calkent,Calvin,4995,3048,12989,False,45333,0.0,0.674,0.326,0.5242,positive
3,D4,2022-07-12 21:10:31,dunkin mobil dunkin mobil commerci,,[],[],0,0,,,30797693,AVMGDIGITALHD,AVMGDIGITALHD,1518,765,247,False,45338,0.0,1.0,0.0,0.0,neutral
4,D5,2022-07-12 21:08:12,newish place long pond next bryant stanton right next dunkin want go,,[1677218400],['PatrickGerald70'],0,0,1677218400.0,PatrickGerald70,1695352830,Syder_42,Jeff,1071,379,31939,False,27597,0.0,0.947,0.053,0.0772,positive
5,D6,2022-07-12 21:05:29,first thing get shift starbuck everi day go dunkin buy latt,,[],[],0,5,,,834193096787316738,gayidiot49,maria kate,489,1047,133827,False,28048,0.0,1.0,0.0,0.0,neutral
6,D7,2022-07-12 21:05:23,undermin dunkin,,[],[],0,0,,,1235781199005732864,wongkarway,mr. cant keep a job,357,389,50514,False,32643,0.455,0.545,0.0,-0.3612,negative
7,D8,2022-07-12 21:05:01,work dunkin donut put azuki bean cheek,,[],[],0,0,,,727039238697443329,realbryn,Bryn Anderson,3,12,0,False,320102,0.0,1.0,0.0,0.0,neutral
8,D9,2022-07-12 21:04:36,tariq say 5 fba women good enough top rang black men say 70 fat other pop babi like dunkin donut clearli see meant shit peopl still give money,,[],[],0,0,,,62365331,superckat,Superckat,534,771,10119,False,26597,0.042,0.769,0.189,0.722,positive
9,D10,2022-07-12 21:03:48,welcom environmentalist well known harm compani dunkin donut use two million cup per year beverag knew carbon footprint import tune behind close door stat,,[],[],0,0,,,1329492481248014336,carboncompanies,environmental footprints,0,149,0,False,83265,0.0,0.788,0.212,0.7946,positive
10,D11,2022-07-12 21:02:30,stood dunkin 5 minut 2 poor worker notic apolog proceed give half dozen free gonna get thrown anyway cuz nighttim thought count,,[1478444279408250884],['girl_01000100'],0,0,1.478444279408251e+18,girl_01000100,1400246957856202753,milk_n_honey0,t.a.e. like TT 👇🏽,62,31,18150,False,2386,0.044,0.875,0.081,0.1901,positive
11,D12,2022-07-12 21:00:38,go dunkin donut 7 eleven unless slight indian accent joe biden gaff mindset label pigeonhol peopl,,[1043185714437992449],['catturd2'],2,3,1.0431857144379924e+18,catturd2,758567667653632000,ZupancicJareen,Red In the Burgh,9259,8427,330577,False,113795,0.0,1.0,0.0,0.0,neutral
12,D13,2022-07-12 21:00:26,latinx folx appar taco peopl dunkin cater indian,,[55329156],['RNCResearch'],0,0,55329156.0,RNCResearch,1096889892049731584,Chematty1,Rescue Dog Breeder,148,64,3963,False,4823,0.0,1.0,0.0,0.0,neutral
13,D14,2022-07-12 20:59:55,ye dunkin cold brew yet,,"[827042871412813824, 1253654718825578499, 706480993851543554, 781559090640191489, 1472562372283928583, 2352999398, 427503889, 4042601667, 1401647141467000832, 1317155848750272513, 1098777647591485440, 2281748428, 1397903961907150852, 2903206540, 262402605, 1271060610139095040, 69948232, 2893845064, 1469777471809761280, 3004099926, 2271206352, 1070476829000118272, 428770613, 1450423762726293507, 1091796346338562048, 2853982444, 1370162820118155270, 1390846926204162048, 2998988795, 1297036528003067904, 1008210967056924672, 3319232285]","['crimsonmanic24', 'tribalreigns', 'Cabecki68', 'SmallcageGG', 'KenFormosa1', 'melbprieto', 'WwekyGirl90', 'tbrooks2714', 'lisabraybrook1', 'AKRRFORLIFE', 'MaricelaAlcan10', 'chrisnewleaf', 'CrazyRomanFan', 'voicefanatic36', 'DonnaK39', 'Chiku291213', 'Americareform', 'youngjaykay82', 'schildress962', 'DeloresCrichton', 'flasis39', 'Wagonmaster4', 'mpup23', 'ken_formosa', 'Nig_________', 'L_DP_Taylor', 'SChildress22', 'formosa_ken', 'HEATHEREIGN76', 'BraybrookLisa', 'CDashchi', 'JoDresbach']",0,1,8.270428714128138e+17,crimsonmanic24,82770412,psiangelic,Laura 💜,2778,3497,1050,False,377118,0.0,0.769,0.231,0.4019,positive
14,D15,2022-07-12 20:58:51,patriot get dunkin donut gift card return per sourc,,[],[],0,0,,,1435328779560304640,Josheenyoo,Joshinho,257,186,28885,False,18103,0.0,0.805,0.195,0.4404,positive
15,D16,2022-07-12 20:58:49,go 7 eleven dunkin donut unless slight indian accent biden 2006,,"[1457334774079631361, 7702542]","['realpeterf', 'DLoesch']",0,0,1.4573347740796314e+18,realpeterf,519088982,MelanieChristi2,Melanie Christiansen,146,145,85218,False,37871,0.0,1.0,0.0,0.0,neutral
16,D17,2022-07-12 20:58:10,pleas make pumpkin dunkin year round,,[8771022],['dunkindonuts'],0,0,8771022.0,dunkindonuts,1368298752,kelshebriann,kelshe brianna💜,1146,421,56533,False,12567,0.0,0.753,0.247,0.3182,positive
17,D18,2022-07-12 20:57:58,dunkin babi deserv better leav toxic relationship cheat,,"[2716264415, 1193317559766061057]","['smalltalkcv', 'sturniolo_luver']",0,1,2716264415.0,smalltalkcv,465531451,babybluemaee,Mae,167,270,117406,False,96985,0.292,0.519,0.188,-0.1531,negative
18,D19,2022-07-12 20:57:56,your tell kkk capit dunkin donut j boog doesnt rude,,[],[],0,0,,,1095567435241971713,sarahbeth1699_,𝓼𝓪𝓻𝓪𝓱,416,33,2626,False,599,0.0,0.823,0.177,0.4973,positive
19,D20,2022-07-12 20:56:08,inform appear dreamsi longer sleep,,"[15954781, 902256170]","['bulkUSBchargers', 'hum_dunkin']",0,3,15954781.0,bulkUSBchargers,37309591,tybuddhaboy,tybuddhaboy,624,3292,153868,False,49850,0.18,0.82,0.0,-0.296,negative
20,D21,2022-07-12 20:56:06,go dunkin donut 7 eleven unless slight indian accent joe biden gaff mindset label pigeonhol peopl,,[1187835922118787073],['lavern_spicer'],1,1,1.187835922118787e+18,lavern_spicer,758567667653632000,ZupancicJareen,Red In the Burgh,9259,8427,330577,False,113795,0.0,1.0,0.0,0.0,neutral
21,D22,2022-07-12 20:55:49,taco bell italian food korean food mcdonald dunkin donut,,"[1523241980121255936, 1400996944936321024]","['EngulfedShadow', 'aquue_2']",0,2,1.523241980121256e+18,EngulfedShadow,1523754128161263616,lvy_xia0,🍓🌸♞☽𝕄𝕖𝕚☾♞🌸🍓,682,668,1964,False,1303,0.0,1.0,0.0,0.0,neutral
22,D23,2022-07-12 20:55:44,dunkin deserv better,,"[2716264415, 1193317559766061057]","['smalltalkcv', 'sturniolo_luver']",1,2,2716264415.0,smalltalkcv,465531451,babybluemaee,Mae,167,270,117406,False,96985,0.0,0.408,0.592,0.4404,positive
23,D24,2022-07-12 20:54:38,still love dunkin much,,[1193317559766061057],['sturniolo_luver'],0,0,1.193317559766061e+18,sturniolo_luver,2716264415,smalltalkcv,brandi ☁️ 9,678,2024,67396,False,65541,0.0,0.543,0.457,0.6369,positive
24,D25,2022-07-12 20:54:17,dunkin donut,انترنت_غير_محدود_ف_مصر,[],[],0,0,,,2273449861,islamyusuf4,Joe,92,9,11,False,227,0.0,1.0,0.0,0.0,neutral
25,D26,2022-07-12 20:53:34,sturgeon must condemn,,[522289313],['AnnieKNK'],0,4,522289313.0,AnnieKNK,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941,0.565,0.435,0.0,-0.3818,negative
26,D27,2022-07-12 20:53:18,justic dunkin,,[2716264415],['smalltalkcv'],0,0,2716264415.0,smalltalkcv,465531451,babybluemaee,Mae,167,270,117406,False,96985,0.0,0.37,0.63,0.5267,positive
27,D28,2022-07-12 20:53:13,shouldnt cheat dunkin starbuck,,[2716264415],['smalltalkcv'],0,0,2716264415.0,smalltalkcv,1193317559766061057,sturniolo_luver,Abi💚,487,104,10979,False,831,0.0,0.689,0.311,0.4023,positive
28,D29,2022-07-12 20:52:46,cant believ cheat dunkin,,[2716264415],['smalltalkcv'],0,1,2716264415.0,smalltalkcv,1193317559766061057,sturniolo_luver,Abi💚,487,104,10979,False,831,0.0,0.689,0.311,0.4023,positive
29,D30,2022-07-12 20:52:08,yeah bc love dunkin sm,,[2716264415],['smalltalkcv'],0,1,2716264415.0,smalltalkcv,465531451,babybluemaee,Mae,167,270,117406,False,96985,0.0,0.385,0.615,0.7506,positive
30,D31,2022-07-12 20:51:59,could cheat dunkin,,[2716264415],['smalltalkcv'],0,2,2716264415.0,smalltalkcv,1193317559766061057,sturniolo_luver,Abi💚,487,104,10979,False,831,0.375,0.625,0.0,-0.4588,negative
31,D32,2022-07-12 20:51:17,one co worker went dunkin seen one women housew new jersey downtown hasnt stop talk bout,,[],[],0,0,,,19946250,JiveTimeMall,Hamall,548,1339,219,False,187008,0.0,0.94,0.06,0.1695,positive
32,D33,2022-07-12 20:50:11,cute firemen pull dunkin,,[],[],0,0,,,2448032036,trilogysuga,dawn⁷ misses txt & skz🃏,254,503,12087,False,7047,0.237,0.763,0.0,-0.357,negative
33,D34,2022-07-12 20:49:10,palmdal need dunkin,,[],[],0,1,,,1138915508453924864,ohgeesem,em,806,1074,32266,False,8313,0.0,1.0,0.0,0.0,neutral
34,D35,2022-07-12 20:48:43,put shapewear margiela heel get dunkin donut realli chloe sevigni philadelphia,,[],[],0,5,,,1307875545171062785,DollPariah,Pariah The Doll,586,2499,28331,False,15326,0.0,1.0,0.0,0.0,neutral
35,D36,2022-07-12 20:47:58,proof brandi cheat cant believ shed dunkin like theyv,brandiisoverparty,[],[],1,0,,,465531451,babybluemaee,Mae,167,270,117406,False,96985,0.163,0.724,0.113,-0.2714,negative
36,D37,2022-07-12 20:47:36,happen post 12th,,[],[],11,52,,,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941,0.0,1.0,0.0,0.0,neutral
37,D38,2022-07-12 20:47:07,go dunkin donut 7 eleven unless slight indian accent joe biden gaff mindset label pigeonhol peopl,,"[900021957424447488, 1349154719386775552, 939091, 722793491059769344]","['VernonForGA', 'FLOTUS', 'JoeBiden', 'DNC']",0,0,9.000219574244475e+17,VernonForGA,758567667653632000,ZupancicJareen,Red In the Burgh,9259,8427,330577,False,113795,0.0,1.0,0.0,0.0,neutral
38,D39,2022-07-12 20:46:43,thank nadia best,,"[1225295654, 23510107, 920361]","['Nadia_Salomon', 'gBrianKaras', 'dunkin']",1,1,1225295654.0,Nadia_Salomon,299408471,Kari_D_Allen,Kari Allen,1217,900,7558,False,5692,0.0,0.398,0.602,0.8213,positive
39,D40,2022-07-12 20:46:17,huge,,"[902256170, 37309591]","['hum_dunkin', 'tybuddhaboy']",0,3,902256170.0,hum_dunkin,15954781,bulkUSBchargers,Waikiki Wanda,2050,2766,116183,False,17642,0.0,0.465,0.535,0.3182,positive
40,D41,2022-07-12 20:45:30,suckler lore,,"[37309591, 15954781]","['tybuddhaboy', 'bulkUSBchargers']",0,3,37309591.0,tybuddhaboy,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941,0.0,1.0,0.0,0.0,neutral
41,D42,2022-07-12 20:45:13,dunkin donut one yousong noth wrong shirt get mani question,,"[128904040, 14190948, 3145909743]","['Thesixler', 'jbouie', 'doughboyspod']",0,0,128904040.0,Thesixler,2720800047,JosephHarnish,Joseph Harnish,179,68,91203,False,10286,0.0,0.836,0.164,0.3724,positive
42,D43,2022-07-12 20:45:11,brandi cheat dunkinwith starbuck brandiisoverparti,brandiisoverparty CancelBrandiParty,[],[],0,2,,,1193317559766061057,sturniolo_luver,Abi💚,487,104,10979,False,831,0.402,0.598,0.0,-0.6166,negative
43,D44,2022-07-12 20:43:04,thing hold togeth rn dunkin donut seonghwa robe,,[],[],0,0,,,1471351585238183938,lvlymingii,teeny 💜💚💛,425,139,7629,False,18035,0.0,1.0,0.0,0.0,neutral
44,D45,2022-07-12 20:43:00,dunkin donut coffe that get cheat starbuck,,[],[],0,0,,,2290172030,Legaacy_,Queen E 🦂,110,304,7062,False,26418,0.261,0.739,0.0,-0.5983,negative
45,D46,2022-07-12 20:42:31,dont like strong coffe dunkin cant even tast sugar junk tast like black plain coffe,,[3021009191],['Lololavishh'],0,0,3021009191.0,Lololavishh,1404275592887951360,_Aujanaee,Aujanae,367,694,6799,False,8283,0.216,0.672,0.112,-0.3208,negative
46,D47,2022-07-12 20:42:00,mean older fridg realli last plan obsolesc,,[902256170],['hum_dunkin'],0,0,902256170.0,hum_dunkin,2927202556,El_Leon_Itor,Doght,384,114,7986,False,8369,0.0,1.0,0.0,0.0,neutral
47,D48,2022-07-12 20:40:25,yeah hubbi done work 7 pick car station sinc dunkin close habe pick cold brew coffe,,"[827042871412813824, 1253654718825578499, 706480993851543554, 781559090640191489, 1472562372283928583, 2352999398, 427503889, 4042601667, 1401647141467000832, 1317155848750272513, 1098777647591485440, 2281748428, 1397903961907150852, 2903206540, 262402605, 1271060610139095040, 69948232, 2893845064, 1469777471809761280, 3004099926, 2271206352, 1070476829000118272, 428770613, 1450423762726293507, 1091796346338562048, 2853982444, 1370162820118155270, 1390846926204162048, 2998988795, 1297036528003067904, 1008210967056924672, 3319232285]","['crimsonmanic24', 'tribalreigns', 'Cabecki68', 'SmallcageGG', 'KenFormosa1', 'melbprieto', 'WwekyGirl90', 'tbrooks2714', 'lisabraybrook1', 'AKRRFORLIFE', 'MaricelaAlcan10', 'chrisnewleaf', 'CrazyRomanFan', 'voicefanatic36', 'DonnaK39', 'Chiku291213', 'Americareform', 'youngjaykay82', 'schildress962', 'DeloresCrichton', 'flasis39', 'Wagonmaster4', 'mpup23', 'ken_formosa', 'Nig_________', 'L_DP_Taylor', 'SChildress22', 'formosa_ken', 'HEATHEREIGN76', 'BraybrookLisa', 'CDashchi', 'JoDresbach']",0,0,8.270428714128138e+17,crimsonmanic24,82770412,psiangelic,Laura 💜,2778,3497,1050,False,377118,0.0,0.932,0.068,0.296,positive
48,D49,2022-07-12 20:39:30,one thing ive learn far work dunkin everyon work hate coffe,,[],[],0,0,,,922930358131281920,sydsstaples,syd,110,36,2153,False,138,0.146,0.854,0.0,-0.4404,negative
49,D50,2022-07-12 20:38:17,exactli trump said howev point peopl also seem forget jill biden husband said go 7 eleven dunkin donut without see one speak indian pakistani etc racism strong famili,,[19568591],['ananavarro'],0,0,19568591.0,ananavarro,1519737599509905408,TempleCave,T. Cave,62,2,36,False,129,0.113,0.826,0.062,-0.4019,negative
50,D51,2022-07-12 20:37:56,gave portrait drew walk dunkin donut accur may fresh market plastic surgeon,,[3565248672],['Olivia_Beavers'],0,7,,,104797238,juliegraceb,Juliegrace Brufke,2243,10559,13732,True,12449,0.0,0.933,0.067,0.3182,positive
51,D52,2022-07-12 20:37:49,cake batter syrup dunkin donut,,[],[],0,1,,,134222224,_RichieDinero,Richie D’Menace* Lykaaaa✨,1730,3108,97635,False,133742,0.0,1.0,0.0,0.0,neutral
52,D53,2022-07-12 20:36:12,cuckold conway coup insurrect person arm cell phone dunkin donut 2 2 still equal four fatti,,[471677441],['gtconway3d'],0,0,471677441.0,gtconway3d,1412778377849757699,cocoathinker,Cocoathinker,493,48,13755,False,3422,0.0,1.0,0.0,0.0,neutral
53,D54,2022-07-12 20:33:55,hi green thumb well known eco unfriendli compani dunkin donut use two million cup per year beverag knew climat chang real thing follow daili environment fact,,[],[],0,0,,,1329492481248014336,carboncompanies,environmental footprints,0,149,0,False,83265,0.0,0.91,0.09,0.5053,positive
54,D55,2022-07-12 20:33:29,somebodi said dunkin doughnut good life gotten bad,,[],[],0,0,,,1100558477271928833,GregTheTrainer1,GregTheTrainer,171,33,160,False,856,0.227,0.584,0.188,-0.1531,negative
55,D56,2022-07-12 20:33:15,love blueberri donut sm one dunkin 350 cal,,[],[],0,0,1.5026568558809661e+18,kuroktty,1502656855880966147,kuroktty,gray 🩹🎀,945,1401,5317,False,5701,0.0,0.809,0.191,0.3818,positive
56,D57,2022-07-12 20:31:04,medium ice coffe dunkin 4 buck,,[1361540720251658241],['sarahbeth345'],0,0,1.3615407202516582e+18,sarahbeth345,789452401510117378,WendyWendyfio,Wendy/Lucyfio Stand up for Kids,479,463,95403,False,33189,0.0,1.0,0.0,0.0,neutral
57,D58,2022-07-12 20:31:01,lol hey gruesom one auto industri fast food coke pepsi krispi kreme dunkin gtfoh bull,,[24222232],['LibertyLockPod'],0,0,24222232.0,LibertyLockPod,1312168965678878720,Ram21James,ram21,271,78,1164,False,8104,0.0,0.887,0.113,0.4215,positive
58,D59,2022-07-12 20:30:57,wilson walk local dunkin donut friend approach robber juli 9 2012 prosecutor said fatal shot spot there 10 000 reward inform lead arrest indict,,[],[],0,1,9542972.0,PIX11News,9542972,PIX11News,PIX11 News,2756,91661,2093,True,233171,0.182,0.695,0.123,-0.5106,negative
59,D60,2022-07-12 20:30:33,got dunkin,,[1435453766648664068],['czarinnaxo'],0,1,1.435453766648664e+18,czarinnaxo,1517866579207282690,schlonghaha,lee,99,102,1406,False,5362,0.0,1.0,0.0,0.0,neutral
60,D61,2022-07-12 20:30:12,sinc get cheap one use get 1 2 price drink order n app 1 2 price day 1 wonder go dunkin amp screw drink,,[30973],['Starbucks'],0,0,30973.0,Starbucks,1439498953,aprlsfool,Kriss,403,47,1942,False,1838,0.169,0.831,0.0,-0.8532,negative
61,D62,2022-07-12 20:28:09,teen employe fire dunkin expos hundr donut thrown everyday get reveng get dream job,,[],[],0,0,,,627496498,PurosVersos,Gif y Humor,725,434,0,False,11379,0.283,0.654,0.062,-0.7964,negative
62,D63,2022-07-12 20:26:49,dunkin donut,,"[1415090327006982156, 1140005296531746816]","['mitskivalent1ne', 'anasonaii']",0,2,1.4150903270069821e+18,mitskivalent1ne,984832644344147968,rrrrohan_,left wing hades,979,1515,101173,False,41244,0.0,1.0,0.0,0.0,neutral
63,D64,2022-07-12 20:26:36,dunkin donut rep phew,,[14662569],['WMUR9'],0,0,14662569.0,WMUR9,191090782,northridg445,Ecygan,178,30,726,False,2274,0.0,1.0,0.0,0.0,neutral
64,D65,2022-07-12 20:26:03,also sell walmart coffe isl coffe make home like dunkin qualiti,,[1151867306450006016],['RetiredxEgirl'],0,1,1.151867306450006e+18,RetiredxEgirl,1467692954357694468,smackedasfhuck,abby,93,91,2877,False,7086,0.0,0.915,0.085,0.3612,positive
65,D66,2022-07-12 20:24:19,run famili joe go dunkin donut without least slight indian accent amp mean got first mainstream african american articul bright clean nice look guy mean storybook man,,"[1475422747278778368, 2332266738, 1497178192314044418, 1300840377436561409, 1500129642]","['truthisoutheree', 'MattChambers06', 'SandBlastr09', 'MW207a', 'MattWalshBlog']",0,0,1.4754227472787784e+18,truthisoutheree,1518870378117951489,Couldbeworse9,Couldbeworse,106,58,4111,False,1044,0.0,0.882,0.118,0.6808,positive
66,D67,2022-07-12 20:23:35,babysitt differ racist hubbi u go 2 7 eleven dunkin donut unless u slight indian accent joke amp mean u got 1st mainstream african american articul amp bright amp clean amp nice look guy,,[105631171],['helenckh'],0,0,105631171.0,helenckh,827560337562009601,FireOnDMtn,Practicalist 🇺🇸 🇮🇱,739,729,287,False,14834,0.137,0.766,0.097,-0.3107,negative
67,D68,2022-07-12 20:23:32,miss dunkin morn one way work,,[1324756591342735360],['UrsWeberMD'],0,0,1.3247565913427354e+18,UrsWeberMD,993264311358443520,otero_michele,Michele Otero,81,71,3740,False,3924,0.096,0.904,0.0,-0.1531,negative
68,D69,2022-07-12 20:22:43,larg caramel ice coffe oatmilk amp sugar add cold foam dunkin orrrr homemad smoothi lt 3 lt 3 alcohol would amaretto sour atm,,[],[],0,0,,,1315502309951102976,withaceceview,cece🛰,256,265,27176,False,15044,0.0,1.0,0.0,0.0,neutral
69,D70,2022-07-12 20:21:56,yo mom dumb thought dunkin donut basketbal team,,[],[],0,0,,,1546951083242786816,teroxiteconull1,teroxiteconulloheag,0,0,3,False,4,0.246,0.754,0.0,-0.6418,negative
70,D71,2022-07-12 20:17:36,sex worker get 30 like cop would dunkin,,[],[],1,0,,,93015194,lucky7_lucky7,Testicle Swindler,725,1067,13510,False,189632,0.0,0.815,0.185,0.3612,positive
71,D72,2022-07-12 20:17:34,america run dunkin fr fr,,[],[],0,5,,,617861728,L1fewater,L1fewater 🤪,618,1448,47681,False,29904,0.0,1.0,0.0,0.0,neutral
72,D73,2022-07-12 20:15:37,sat behind rob pelinka dunkin donut,,[],[],0,1,,,907001107,YCSNOW23,Deandre Hayton,236,555,26514,False,34606,0.34,0.66,0.0,-0.5574,negative
73,D74,2022-07-12 20:15:22,stepfath love bag coffe awesom coffe club got gift father day good went bag week sad go back normal dunkin coffe morn,,[],[],0,7,,,751935856819265537,12ftskelton,Grace🪐🐢🧣,1723,299,42255,False,10630,0.046,0.735,0.219,0.9158,positive
74,D75,2022-07-12 20:15:05,work dunkin donut put chocol parfait head,,[],[],0,0,,,727039238697443329,realbryn,Bryn Anderson,3,12,0,False,320102,0.0,1.0,0.0,0.0,neutral
75,D76,2022-07-12 20:10:27,camera whenev there light photo get blurri there kind len flare thing ruin bit pretti good effort though,,[15954781],['bulkUSBchargers'],0,0,15954781.0,bulkUSBchargers,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941,0.112,0.729,0.159,0.4215,positive
76,D77,2022-07-12 20:10:05,love walk downstair coffe readi smell fresh sweet remind walk dunkin,,[],[],0,1,,,1538720063833919489,sunnybunnydae13,CTCon BirthdayCon 2022! 🎉🐰💖,187,32,64,False,34,0.0,0.568,0.432,0.9178,positive
77,D78,2022-07-12 20:09:30,submit quit appli job like associ qa technologist dunkin baskin robbin inspir brand look peopl might know compani might abl reach hr directli readi appli check link bio,,[],[],0,0,,,188856838,tmj_BOS_schn,BostonMA S-Chain,206,247,0,False,675,0.0,0.818,0.182,0.8316,positive
78,D79,2022-07-12 20:08:27,true send dunkin donut gift card,,[26138685],['Julius_Kim'],0,3,26138685.0,Julius_Kim,863874384137682944,johndail1591,JerseyJohn,22659,22549,177896,False,88482,0.0,0.775,0.225,0.4404,positive
79,D80,2022-07-12 20:08:19,go 7 eleven dunkin donut unless slight indian accent first mainstream african american articul bright clean nice look guy joe biden never apolog,,"[126694688, 317420516, 19568591, 1349154719386775552]","['sandypie38', 'JenWoodruff79', 'ananavarro', 'FLOTUS']",0,2,126694688.0,sandypie38,360913268,MakepeaceJim,Biden’s Missing Brain,63,19,762,False,783,0.047,0.818,0.135,0.5629,positive
80,D81,2022-07-12 20:08:14,think good there peopl vocal oppos call think activ protest good talk peopl countri alway shock remind loyalist cultur realli normal,,[1443852352352669699],['nochecica'],0,1,1.4438523523526697e+18,nochecica,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941,0.076,0.729,0.194,0.8074,positive
81,D82,2022-07-12 20:07:34,grand junction last week sign everywher also grab coffe dunkin donut hometown,,"[853265634, 1342989756611907584]","['rreedsing', 'RepBoebert']",0,1,853265634.0,rreedsing,3169910651,COtransitfan,SR,271,34,1637,False,607,0.0,0.875,0.125,0.4588,positive
82,D83,2022-07-12 20:07:29,dunkin donut sale went,,"[894597686455918594, 1279220006]","['MohawkMollyXXX', 'ManyVids']",0,0,8.945976864559186e+17,MohawkMollyXXX,1435101788013801472,WooStanie,Tilbert,46,0,1120,False,26,0.0,1.0,0.0,0.0,neutral
83,D84,2022-07-12 20:05:36,dont dunkin donut fresno serious,,[],[],0,1,,,743279325152088065,maddienelson89,Maddie,200,232,7178,False,1014,0.175,0.825,0.0,-0.1779,negative
84,D85,2022-07-12 20:05:23,first person bring dunkin coffe get kiss mouth,,[],[],0,0,,,976938211984408577,_error_500_,user not found,30,21,6614,False,2315,0.0,0.811,0.189,0.4215,positive
85,D86,2022-07-12 20:02:38,use dunkin reward point get sandwich gt gt gt,,"[1253184630456532993, 113799352]","['math_teacher_bf', 'mishricci']",0,3,1.253184630456533e+18,math_teacher_bf,3411197722,beardsupr3me,Brady is Rocky Thindermint🌺,1005,344,96684,False,29668,0.0,0.78,0.22,0.4767,positive
86,D87,2022-07-12 20:01:32,honestli judg content share today surpris even legal,,[902256170],['hum_dunkin'],0,1,902256170.0,hum_dunkin,1443852352352669699,nochecica,maieni,256,600,9169,False,3360,0.0,0.506,0.494,0.7783,positive
87,D88,2022-07-12 20:01:26,sellin sub product bs statement tri dunkin head time,,"[1113087343, 2030711]","['Schwartzesque', 'matthewstoller']",0,1,1113087343.0,Schwartzesque,4410271762,mauipirit,مؤمن العنزي،,22,6,397,False,166,0.0,1.0,0.0,0.0,neutral
88,D89,2022-07-12 20:01:19,see yani appreci beauti delici tast soft sweet dunkin coffe,,"[1417219336121507841, 1362604146201939973]","['caracaled', 'KlLLAWESTSlDE']",0,0,1.4172193361215078e+18,caracaled,1474582381046767619,Iuvedoie,dj manie,111,100,7836,False,3667,0.0,0.449,0.551,0.926,positive
89,D90,2022-07-12 20:00:37,dunkin nashvil present 10 000 check monro carel jr children hospit vanderbilt,,[],[],0,0,,,471546201,williamsonsrc,Williamson Source,1304,10891,2123,False,74763,0.0,1.0,0.0,0.0,neutral
90,D91,2022-07-12 20:00:31,especi smell polit blood water left start trot dunkin donut comment,,[593833319],['IVMiles'],0,1,593833319.0,IVMiles,42170633,whsieh,Wayne W. S. Hsieh,739,2720,14773,False,29611,0.0,1.0,0.0,0.0,neutral
91,D92,2022-07-12 19:59:48,also sad see mani young peopl video late grow marcher mostli seem bald grey hair men,,[1443852352352669699],['nochecica'],0,1,902256170.0,hum_dunkin,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941,0.104,0.839,0.057,-0.34,negative
92,D93,2022-07-12 19:59:13,superhero run dunkin perfect treat hardwork care team,DunkinDonuts EmployeeAppreciation,[8771022],['dunkindonuts'],0,0,,,1129368863794245633,echelon_care,Echelon Care and Rehab Center,0,4,0,False,471,0.0,0.568,0.432,0.8718,positive
93,D94,2022-07-12 19:58:47,thought die cultur recent year notic side live loyalist republican get vocal probabl result thing get wors uk gener scottish irish nation win victori recent year,,[1443852352352669699],['nochecica'],0,1,1.4438523523526697e+18,nochecica,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941,0.077,0.837,0.086,0.1154,positive
94,D95,2022-07-12 19:58:36,dunkin better starbuck,,[],[],0,1,,,943688479640375297,am00nuh,arabnextdoor,1184,2146,17763,False,14723,0.0,0.58,0.42,0.4404,positive
95,D96,2022-07-12 19:58:33,teen employe fire dunkin expos hundr donut thrown everyday get reveng get dream job,,[],[],0,0,,,346993338,Guitar_YooSmart,Guitar Talk,1250,1045,1,False,42440,0.283,0.654,0.062,-0.7964,negative
96,D97,2022-07-12 19:57:35,everybodi run dunkin,,[8771022],['dunkindonuts'],0,4,,,146106265,MaureenaMullen,Maureen Mullen,631,5923,1406,False,26645,0.0,1.0,0.0,0.0,neutral
97,D98,2022-07-12 19:55:07,dunkin pod white circl around edg perimet,,[1066880688],['figmentjedi'],0,1,1066880688.0,figmentjedi,1311386179,JLap64,Jennifer,1162,6924,82746,False,32265,0.0,1.0,0.0,0.0,neutral
98,D99,2022-07-12 19:54:58,dunkin nigga,,[],[],1,1,,,1300715550541258754,notragegod,☁️,95,53,6869,False,36238,0.375,0.625,0.0,-0.34,negative
