,id,created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,user_id,user_screen_name,user_name,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count,negative,neutral,positive,sentiment_score,sentiment
2903,D2904,2022-07-10 19:05:37,wtf wise avenu dunkin open caus still didnt optim drive thru,,[],[],0,1,,,594692038,n0t_dan,dan,317,442,21166,False,19424,0.271,0.604,0.125,-0.5605,negative
2904,D2905,2022-07-10 19:03:45,hiya eco friendli today everyon favorit un green compani dunkin donut use two million cup per year beverag never guess everyon carbon footprint find els swept underneath rug,,[],[],0,0,,,1329492481248014336,carboncompanies,environmental footprints,0,149,0,False,83266,0.0,0.903,0.097,0.6331,positive
2905,D2906,2022-07-10 19:01:38,im vegan im still wait dunkin krispi kreme come vegan donut,,"[1354450160072470529, 563101518]","['TheHorrorOfChr1', 'FirecakesDonuts']",0,1,1.3544501600724705e+18,TheHorrorOfChr1,43211901,TheTaylorKnight,Taylor Knight,3948,689,39,False,37595,0.0,1.0,0.0,0.0,neutral
2906,D2907,2022-07-10 19:00:54,dunkin never miss roast tomato hummu toast tomato pesto sandwich die,,[],[],0,1,,,333046392,taylerrae13,Tayler,186,80,7020,False,6586,0.173,0.753,0.074,-0.4997,negative
2907,D2908,2022-07-10 19:00:46,nah need feder investig dunkin doughnut coffe caus aint way im fight life rn 3 sip,,[],[],0,2,,,1131643511361679361,oatbasket,gigi ♡ suguru,131,63,16480,False,3444,0.14,0.792,0.068,-0.2528,negative
2908,D2909,2022-07-10 19:00:09,dunkin donut headquart,,[],[],0,0,,,1207392164638003200,blendie22,⚙️blendie⚙️,307,27,726,False,1700,0.0,1.0,0.0,0.0,neutral
2909,D2910,2022-07-10 18:57:18,spill shitti dunkin ice coffe floor,,[],[],0,2,,,1435764671290609666,V0m1tSsp1t,The Abominable Dr Vibes,445,155,80727,False,16778,0.265,0.735,0.0,-0.5574,negative
2910,D2911,2022-07-10 18:55:28,love mom pop donut base frozen kolach shop someth densiti preserv ness dunkin donut replic crave,,[],[],0,3,14179517.0,grodysattva,14179517,grodysattva,bolian barbarian,1931,699,26168,False,130641,0.0,0.923,0.077,0.3818,positive
2911,D2912,2022-07-10 18:54:45,2 yo cri croissant mom made special stop dunkin donut toddler start cri muffin mom like oh get uh,,[],[],0,3,,,581520848,kbanderson13,Kelly Anderson,634,347,22711,False,15713,0.191,0.71,0.1,-0.695,negative
2912,D2913,2022-07-10 18:54:01,nearli 20 year town dunkin inshallah,,[],[],0,3,,,14179517,grodysattva,bolian barbarian,1931,699,26168,False,130641,0.0,1.0,0.0,0.0,neutral
2913,D2914,2022-07-10 18:53:32,aww guy dunkin paid order king,,[],[],0,0,,,311183971,cc_heart,c c 🧜🏻‍♀️,112,253,128,False,42359,0.0,1.0,0.0,0.0,neutral
2914,D2915,2022-07-10 18:53:23,wonder let hope also take cue wimbledon take stand ukrain right side histori,,"[14836197, 14857290]","['usopen', 'Wimbledon']",0,0,14836197.0,usopen,1520766342198145028,peter_dunkin,Peter Dunkin,38,0,429,False,74,0.0,0.753,0.247,0.784,positive
2915,D2916,2022-07-10 18:53:21,gut splittin appet special 58 keep chees comin extra load flavor blast fritterz steami flamin cheez sabi hummu tripl fri load ravi ol slam dunkin arteri bustin ham egg,,[],[],0,0,,,983726681021071361,goofieri,Goo Fieri's Flaming Fiery Feedbucket,1,15,1,False,35989,0.08,0.801,0.119,0.3111,positive
2916,D2917,2022-07-10 18:52:32,wife spend 7 everi day starbuck dunkin buy crypto dip,,[],[],1,1,,,1411107259929837569,sadcryptoguy,Sad Crypto Guy,12,5,1,False,41,0.0,1.0,0.0,0.0,neutral
2917,D2918,2022-07-10 18:49:36,everybodi want peanut want refil like dunkin donut coffe would take one peanut could serv whole line theyd back anoth one went quit awhil arent usual earli,,[],[],0,5,,,498531048,suzette_sommer,suzette sommer,2053,1190,68628,False,100439,0.0,0.94,0.06,0.4438,positive
2918,D2919,2022-07-10 18:49:06,dunkin person,justlied,[],[],0,3,,,1006788574874951681,magazinerry,b misses home ✿,530,3767,59450,False,64034,0.0,1.0,0.0,0.0,neutral
2919,D2920,2022-07-10 18:49:02,dunkin first time today wow,,[],[],0,0,,,596535431,kimndelacreme,Nicole 🍒,437,618,38376,False,50594,0.0,0.703,0.297,0.5859,positive
2920,D2921,2022-07-10 18:48:57,brown sugar cold brew dunkin niceee,,[],[],1,3,,,1048262285100290048,johndxlt,johndalt,77,91,6249,False,1504,0.0,1.0,0.0,0.0,neutral
2921,D2922,2022-07-10 18:46:40,resist sweet siren call dunkin doni breakfast sammi morn,,[],[],0,5,,,1374397353126326273,bisexualkokonoi,Dany loves Wei Wuxian / cw BSD,323,399,18930,False,15962,0.0,0.842,0.158,0.4588,positive
2922,D2923,2022-07-10 18:44:52,deputi sherriff dave meet dunkin donut phone,,[],[],0,0,,,722581388831158272,allid_bot,davecoach,5,17,23,False,17221,0.0,1.0,0.0,0.0,neutral
2923,D2924,2022-07-10 18:40:51,far like dunkin starbuck close togeth,,"[2840855063, 1049346770789064704, 101427421, 817505725962420227, 1012475880248143873, 1347642605153218564, 3783807312, 3291026104, 832203212, 1030969007917162496, 800695400889864192, 948634455442419715, 3362415046, 1479619395919904771, 572139833, 1470755988047380486, 1378566968253513729, 1496998213420826629, 889962883152568321]","['MTumarkin', 'StaceytheGhost', 'revmaddog3', 'Rogerbaer2010', 'Karrasamelia5', 'goatgirl1976', 'ronferris7', 'sunrinder13', 'dugday1960', 'JavedAk70048620', 'mrshhjones', 'Mopor777', 'Thurm1515', 'CMcfunster', 'DontTreadOnUS', 'Psycho111177', 'CrystalSURFgrl', 'kristyj70', 'RobertBradleyJ2']",0,4,2840855063.0,MTumarkin,1338199060893855746,Donotkneel,💞Serenity Girl 💞 🇺🇸💙,1039,1051,55742,False,13014,0.105,0.895,0.0,-0.2755,negative
2924,D2925,2022-07-10 18:40:30,us settl dunkin dont adderal prescript,,[],[],4,19,,,418164998,maddyho7,madd ho :),1083,2045,55091,False,74197,0.0,1.0,0.0,0.0,neutral
2925,D2926,2022-07-10 18:39:02,dunkin donut donut mayb work app let us custom know thing avail dont wast money get want 5 donut hole amp 2 muffin dont suffic 4 peopl,,[8771022],['dunkindonuts'],0,0,,,2888835998,Jessycole8,Jess,180,50,46,False,123,0.0,0.941,0.059,0.4508,positive
2926,D2927,2022-07-10 18:38:31,put adderal dunkin coffe,,[],[],0,0,,,1326029686548262912,TriguerosJoshua,Jay Tea,187,58,13206,False,15177,0.0,1.0,0.0,0.0,neutral
2927,D2928,2022-07-10 18:37:16,song summer,,[902256170],['hum_dunkin'],0,2,902256170.0,hum_dunkin,2910281168,chrismlizama,Chris 𓅨,841,1271,128808,False,17511,0.0,1.0,0.0,0.0,neutral
2928,D2929,2022-07-10 18:34:45,ye im get coffe dunkin asap,,[],[],0,4,1.0566408589368238e+18,SabelleTTV,1056640858936823809,SabelleTTV,Sabelle 🌿,415,942,4452,False,3817,0.0,0.787,0.213,0.4019,positive
2929,D2930,2022-07-10 18:30:02,go eehhhhh sexi ladi nearli decad go mad tri find song thought share,,[1495946468359823366],['_spellegrino'],0,3,1.4959464683598234e+18,_spellegrino,902256170,hum_dunkin,hum dunkin,923,1460,129392,False,22942,0.107,0.705,0.188,0.34,positive
2930,D2931,2022-07-10 18:28:53,tri shazam 8 year thank,,[902256170],['hum_dunkin'],0,6,902256170.0,hum_dunkin,1495946468359823366,_spellegrino,michael j fox paralysis truther,267,276,17955,False,2177,0.0,0.734,0.266,0.4404,positive
2931,D2932,2022-07-10 18:28:24,got fire dunkin bc smell,,"[1474967129015275521, 1384925813221429248, 1286214011642679296, 1546134638950842370]","['FeralButterf1y', 'mochijagi', 'karyisanasshole', 'hopeIove16']",0,3,1.4749671290152755e+18,FeralButterf1y,1521684727903801345,thatsnotchaneI,Elena 3/5,386,487,5126,False,373,0.34,0.66,0.0,-0.5574,negative
2932,D2933,2022-07-10 18:27:12,becom infatu guy dunkin itachi hoodi dy hair paint nail,,[],[],0,1,,,2852753177,soullessbodiez,drew 🦑,327,180,246408,False,7832,0.0,0.926,0.074,0.0516,positive
2933,D2934,2022-07-10 18:24:36,work dunkin donut put stilton calf,,[],[],0,0,,,727039238697443329,realbryn,Bryn Anderson,3,12,0,False,320104,0.0,1.0,0.0,0.0,neutral
2934,D2935,2022-07-10 18:24:06,love go locat dunkin door lock sign door call answer great custom servic,,[8771022],['dunkindonuts'],0,0,8771022.0,dunkindonuts,1852139480,mileyfan2017,Smiler For Life,766,559,5737,False,37321,0.227,0.662,0.111,-0.522,negative
2935,D2936,2022-07-10 18:21:18,go dunkin late coffe 4 morn came starbuck drink 8 order latt,,[],[],0,1,,,799265743,carmenxo89,ᴄ ᴀ ʀ ᴍ ᴇ ɴ,194,242,9088,False,17544,0.077,0.923,0.0,-0.3595,negative
2936,D2937,2022-07-10 18:20:57,current coffe tier list follow base plain ice latt 1 kuppa joy 2 pete coffe 3 dunkin donut 4 edg 5 clingan junction im sorri truth still good tho 199 dutch bro 200 starbuck,,[],[],0,1,,,1459694013770964994,Riotgrrrl7777,Ramona Levine,30,90,714,False,1199,0.023,0.794,0.183,0.8422,positive
2937,D2938,2022-07-10 18:19:24,ik dunkin donut worker judg order matcha w oatmilk stevia,,[],[],0,0,,,1432884408797876224,nicfeenwhore,m’s echo chamber,52,22,1082,False,301,0.0,1.0,0.0,0.0,neutral
2938,D2939,2022-07-10 18:19:12,got dough exchang morn got dunkin donut,,[405990187],['RiotIceChest'],0,1,405990187.0,RiotIceChest,992329119202344960,flippyturn,Jasper,79,14,218,False,134,0.0,1.0,0.0,0.0,neutral
2939,D2940,2022-07-10 18:18:05,anyth gt dunkin donut,,[3700525822],['RTaub_'],0,0,3700525822.0,RTaub_,3191537803,hankd17,Henri Devigne,282,37,6784,False,862,0.0,1.0,0.0,0.0,neutral
2940,D2941,2022-07-10 18:16:00,also dunkin donut bc ye,,[],[],0,4,,,142274856,Cookie2thejuice,🍪Just a ball of Dough💖💛💙,367,288,68447,False,97653,0.0,0.769,0.231,0.4019,positive
2941,D2942,2022-07-10 18:15:19,dont eat often know arent healthi also realli good place near dunkin yesterday good im honestli much pasteti treat like anymor satisfi sweet tooth,,"[1354450160072470529, 563101518]","['TheHorrorOfChr1', 'FirecakesDonuts']",0,2,1.3544501600724705e+18,TheHorrorOfChr1,1391481910279372801,Creepazoid9,AsiaCreeps,303,640,14986,False,3195,0.127,0.573,0.299,0.9157,positive
2942,D2943,2022-07-10 18:12:58,thought id grab dunkin frozen coffe treat yard work look like took menu know find bunch choic realli look forward bummer,,[],[],0,0,,,950555077592444928,lil_kyloren,🦋Exposition 🦋Emporium 🦋,193,134,4824,False,7888,0.069,0.828,0.103,0.1779,positive
2943,D2944,2022-07-10 18:12:57,b4 year brittney griner girl dunkin got lock done forgot fast,,[],[],0,2,,,1375356573866921984,thai_nikai,🦇🕊,697,336,2665,False,2004,0.0,1.0,0.0,0.0,neutral
2944,D2945,2022-07-10 18:11:56,miss dunkin much man,,[],[],0,1,,,325160794,zeepzop,haha,496,272,43013,False,2121,0.211,0.789,0.0,-0.1531,negative
2945,D2946,2022-07-10 18:10:12,white man still dunkin us way question,,[],[],1,2,,,347274527,Prince_Infern0,The Fool,976,2299,76339,False,294383,0.167,0.833,0.0,-0.296,negative
2946,D2947,2022-07-10 18:09:36,slept ate watermelon rice got dunkin coffe current veget,,[166674670],['clintoris'],0,2,166674670.0,clintoris,1014522332843528192,constant_sunset,Constant Sunset,484,338,83091,False,10306,0.0,1.0,0.0,0.0,neutral
2947,D2948,2022-07-10 18:09:28,liter hold back tear excitedli show quaggi dunkin drink bc love dunkin squish might fuckin bear gripper,,[1644034344],['hunnyblasters'],0,1,1644034344.0,hunnyblasters,988552272639557632,taebeecakes,★Las Estrellas★𓆏 ・ᴥ・ El Quagilín Chikoritae,869,281,166323,False,111071,0.049,0.771,0.18,0.7269,positive
2948,D2949,2022-07-10 18:07:48,go casino gambl u could instead get coffe dunkin experi adrenalin rush unknown outcom,,[],[],0,2,,,1529577049760976897,kitkittredge41,kit kittredge,12,9,93,False,69,0.0,1.0,0.0,0.0,neutral
2949,D2950,2022-07-10 18:06:55,bad bad retract statement mr dunkin sir,,"[161343530, 8771022]","['l4dyrauhl', 'dunkindonuts']",0,1,161343530.0,l4dyrauhl,1032280435647242241,AudreTaughtMe2,Chelsey R. Carter 🌻,653,3935,55451,False,17391,0.467,0.533,0.0,-0.7906,negative
2950,D2951,2022-07-10 18:04:28,work dunkin donut put nachtisch leg,,[],[],0,0,,,727039238697443329,realbryn,Bryn Anderson,3,12,0,False,320104,0.0,1.0,0.0,0.0,neutral
2951,D2952,2022-07-10 18:04:19,exactli better go dunkin time get expens,,"[3362415046, 1049346770789064704, 817505725962420227, 101427421, 1012475880248143873, 1347642605153218564, 3783807312, 3291026104, 832203212, 1030969007917162496, 800695400889864192, 948634455442419715, 2840855063, 1479619395919904771, 572139833, 1470755988047380486, 1378566968253513729, 1496998213420826629, 889962883152568321]","['Thurm1515', 'StaceytheGhost', 'Rogerbaer2010', 'revmaddog3', 'Karrasamelia5', 'goatgirl1976', 'ronferris7', 'sunrinder13', 'dugday1960', 'JavedAk70048620', 'mrshhjones', 'Mopor777', 'MTumarkin', 'CMcfunster', 'DontTreadOnUS', 'Psycho111177', 'CrystalSURFgrl', 'kristyj70', 'RobertBradleyJ2']",0,5,3362415046.0,Thurm1515,1338199060893855746,Donotkneel,💞Serenity Girl 💞 🇺🇸💙,1039,1051,55742,False,13014,0.0,0.805,0.195,0.4404,positive
2952,D2953,2022-07-10 18:03:32,dunkin liter alway fuckin order,,[],[],0,1,,,3219797013,macey_hess,mace,527,909,76776,False,22393,0.0,1.0,0.0,0.0,neutral
2953,D2954,2022-07-10 18:03:21,starbuck cool dunkin still get lot,,[],[],0,0,,,398331983,justlilOme_,J ✨,289,310,2734,False,18235,0.0,0.829,0.171,0.1655,positive
2954,D2955,2022-07-10 18:03:16,dunkin donut realli mess drink today,,[],[],0,0,,,1475666772338614272,ginazzzxn,𝕽𝖊𝖌𝖎𝖓𝖆 🖤,5,4,348,False,103,0.278,0.722,0.0,-0.4005,negative
2955,D2956,2022-07-10 18:02:23,bro went like realli 36 still dunkin,,[437180721],['cleubank'],0,1,437180721.0,cleubank,331008711,JULIGANGMAYO,Jermaine. 💫,2178,2719,4113,False,39903,0.0,0.819,0.181,0.4357,positive
2956,D2957,2022-07-10 18:01:49,say need unfollow btw want look like im dunkin random guy,,[],[],0,0,1.3545981435857306e+18,8x4OL,1354598143585730561,8x4OL,Jared,81,36,2744,False,4399,0.052,0.843,0.105,0.3134,positive
2957,D2958,2022-07-10 18:01:28,get dunkin gonna see rememb discount,,[],[],0,6,,,1001458431050514433,rilegoat,🐐 @ SRPG6,1645,1658,145603,False,62832,0.0,1.0,0.0,0.0,neutral
2958,D2959,2022-07-10 18:01:13,definit would suggest,,"[3060339928, 249425902]","['Fifakill_', 'itzDania']",0,2,3060339928.0,Fifakill_,277640138,Dunkin_Munchkin,El Vencedor,466,302,7461,False,22481,0.0,0.501,0.499,0.4574,positive
2959,D2960,2022-07-10 18:01:01,im addict drink drive except drink medium cold brew almond milk french vanilla dunkin,,[],[],0,4,,,3359495457,jennajerks,jenna,127,264,2722,False,2353,0.0,1.0,0.0,0.0,neutral
2960,D2961,2022-07-10 18:00:53,wer dunkin,,[1406490096233295873],['0xJ0SIAH'],0,2,1.406490096233296e+18,0xJ0SIAH,1414712045845442562,AilaSpiritBox,AilaSpiritBox,1077,6764,7380,False,3523,0.0,1.0,0.0,0.0,neutral
2961,D2962,2022-07-10 17:58:50,dunkin gt horton sorri canadian,,[],[],0,0,,,4901824743,JerryDonabedian,Jerry Donabedian,151,1387,12328,False,13935,0.206,0.794,0.0,-0.0772,negative
2962,D2963,2022-07-10 17:58:38,ive never dunkin donut,,[],[],0,2,,,1416304844793602049,gothiclovesong,♥️,164,406,10782,False,2256,0.0,1.0,0.0,0.0,neutral
2963,D2964,2022-07-10 17:58:19,sumbitch gut got way took away power god damn dunkin donut,,"[1448411614340919298, 1127798189334122496]","['sam_quint', 'CrazyRalph1980']",0,2,1.4484116143409193e+18,sam_quint,1487241161177772037,BeaufordTJusti3,BeaufordTJustice,32,45,630,False,398,0.169,0.722,0.108,-0.2924,negative
2964,D2965,2022-07-10 17:58:12,dunkin ice coffe go hit everytimeee,,[],[],1,1,,,1056908439409037313,zahyrec,ZaZa💮,591,1567,23364,False,11863,0.0,1.0,0.0,0.0,neutral
2965,D2966,2022-07-10 17:57:52,syl dunkin oh,,[],[],0,0,,,569230630,_JuJuiced,Juju💛🐩,3251,2989,189638,False,62507,0.0,1.0,0.0,0.0,neutral
2966,D2967,2022-07-10 17:57:39,im way back dunkin anyon want anyth leo,,[],[],27,1305,,,1283968331154968576,chbupdates,Camp Half-Blood Updates,27,39680,411,False,1424,0.0,0.902,0.098,0.0772,positive
2967,D2968,2022-07-10 17:57:14,gonna get dunkin cant decid worth cal,,[],[],0,0,,,1532925612477845505,ephereal_,ephe,239,259,122,False,1238,0.0,0.836,0.164,0.3291,positive
2968,D2969,2022-07-10 17:56:56,pov want start morn nice cold brew dunkin,,[],[],0,0,,,1527990792278753282,manabxox,manal,32,9,67,False,100,0.0,0.833,0.167,0.4215,positive
2969,D2970,2022-07-10 17:56:41,dunkin pleas follow im biggest support,,[8771022],['dunkindonuts'],0,0,8771022.0,dunkindonuts,1545786546669887488,dharmannhater,loomis,14,1,16,False,11,0.0,0.577,0.423,0.5267,positive
2970,D2971,2022-07-10 17:56:38,pretti sure dunkin slang meth,,"[10230192, 8771022]","['chrislake', 'dunkindonuts']",0,1,10230192.0,chrislake,882524334572527622,SpookyKabooki,SPOOKY_KABUKI_PHX,703,125,3437,False,2350,0.0,0.476,0.524,0.6705,positive
2971,D2972,2022-07-10 17:54:38,dunkin gt gt gt gt starbuck,,[],[],1,1,,,505054572,SeaturtleJetski,Jetski,353,322,18072,False,1383,0.0,1.0,0.0,0.0,neutral
2972,D2973,2022-07-10 17:54:07,arrest anybodi hang dunkin,,"[842369658175004672, 2374143192, 2372075479]","['NYPDChiefPatrol', 'NYPD114Pct', 'NYPD33Pct']",0,0,8.423696581750047e+17,NYPDChiefPatrol,1499731139870736388,William87909766,William,149,21,13,False,85,0.0,0.775,0.225,0.2584,positive
2973,D2974,2022-07-10 17:53:51,im kid say episod interest entertain piec media ive seen past year,,[],[],0,0,69618931.0,dunkin_addict,69618931,dunkin_addict,Alex Tomasic,394,109,150,False,8663,0.043,0.755,0.202,0.706,positive
2974,D2975,2022-07-10 17:52:00,dunkin pioneer put liter everi fuck food air fryer say,,[],[],0,0,,,226645679,tackmeredith,Meredird T,240,85,2295,False,5737,0.0,1.0,0.0,0.0,neutral
2975,D2976,2022-07-10 17:51:45,adderal dunkin weed,,"[10230192, 8771022]","['chrislake', 'dunkindonuts']",0,3,10230192.0,chrislake,1211397192193204224,Awolf98001,Adam,112,28,1227,False,239,0.0,1.0,0.0,0.0,neutral
2976,D2977,2022-07-10 17:50:46,oooh countdown pumpkin spice doughnut dunkin,,[16487348],['ResisterWolf'],0,0,16487348.0,ResisterWolf,1455187370014298117,CraigNi40397745,Craig Nixon,880,294,1392,False,602,0.0,1.0,0.0,0.0,neutral
2977,D2978,2022-07-10 17:50:41,twitter user crave dunkin,,[],[],0,1,,,1113642060207124481,dirtydurzi,chay 🫧,441,520,21349,False,4366,0.0,1.0,0.0,0.0,neutral
2978,D2979,2022-07-10 17:50:03,hate drive much cri least got free dunkin someon fuck green tea,,[],[],0,4,,,1407083176598683649,greengardencals,❀ { basil }{ 8 } ❀ || edtwt,121,130,723,False,612,0.366,0.496,0.138,-0.8104,negative
2979,D2980,2022-07-10 17:48:35,public servic announc anyon wish dine dunkin donut 75th amp metcalf ave stay away complet fuck order egg white veget order replac bacon amp chees egg white,,[],[],0,0,,,2559309319,caboose1zblu,Joseph Roles #BLACKLIVESMATTER #VoteNoWyCo,348,34,3673,False,5631,0.115,0.846,0.039,-0.6877,negative
2980,D2981,2022-07-10 17:48:00,gonna go hot girl walk dissoci goodwil hour 32 ounc black ice coffe dunkin,,[],[],0,1,,,1446517269169909760,the_katiesimone,Katie,676,146,6353,False,2417,0.0,1.0,0.0,0.0,neutral
2981,D2982,2022-07-10 17:47:35,sylvia still dunkin,,[],[],0,0,,,3158110585,_buildordestroy,Oshu  🇳🇬,179,186,3712,False,8355,0.0,1.0,0.0,0.0,neutral
2982,D2983,2022-07-10 17:47:33,dunkin wnba allstar game,,[],[],1,1,,,1062442279,DrizzyDre71,Andre 🇭🇹,192,85,3362,False,2481,0.0,1.0,0.0,0.0,neutral
2983,D2984,2022-07-10 17:46:27,dunkin onna host,,[],[],0,0,,,57031415,GOT_it_on_SMASH,smash 💥🐍🐍🐐,1405,2693,10284,False,55909,0.0,1.0,0.0,0.0,neutral
2984,D2985,2022-07-10 17:46:25,go buy dunkin donut coffe come home chocol creme fill donut wait pumpkin spice cooler weather show,,[22230837],['SampleATL'],0,0,22230837.0,SampleATL,818814906,Lightkeepers_,Lightkeeper's Journal,3706,3564,10416,False,17388,0.0,1.0,0.0,0.0,neutral
2985,D2986,2022-07-10 17:46:09,fowl dunkin,WNBAAllStar,[],[],1,0,,,980820636,partyof17still,Sace ✝️♒️🎼🎬🏀🏈⚾️,811,530,78222,False,28181,0.0,1.0,0.0,0.0,neutral
2986,D2987,2022-07-10 17:46:09,ur mess tri creat beef dunkin never follow promis make ryman star u never finish texa turnov ur life,,"[1429069393036709888, 604838525]","['DartnallScott', 'rgreenwood31']",0,0,1.42906939303671e+18,DartnallScott,248126369,MackDoors,Wogan,1027,311,35619,False,9629,0.068,0.798,0.134,0.3182,positive
2987,D2988,2022-07-10 17:45:43,even tho she horrid imma go get dunkin coffe give lot,,[],[],0,0,,,1207015897778442240,KwangyaBaddie,❥The Eve,1243,1064,44551,False,35492,0.189,0.811,0.0,-0.5423,negative
2988,D2989,2022-07-10 17:45:40,sylvia fowl dunkin shxt,,[],[],0,0,,,964453982,fatmanshxt,Livin' la Vida Loca ♉,664,497,34906,False,72261,0.0,1.0,0.0,0.0,neutral
2989,D2990,2022-07-10 17:45:10,even founder dunkin would choos kk lol,,"[1085340963797635074, 1498450793980178433]","['CrimsonEag1e', 'Mrs_Birdgang31']",0,1,1.0853409637976351e+18,CrimsonEag1e,1467603643025268738,lasaun10,Lasaun,23,5,60,False,74,0.0,0.624,0.376,0.7213,positive
2990,D2991,2022-07-10 17:42:56,small dunkin,,[1496982865829105670],['amaraqorgana'],0,0,1.4969828658291057e+18,amaraqorgana,1469995837354909699,wildexchris,christian ♡’s amara.,517,615,3373,False,21241,0.0,1.0,0.0,0.0,neutral
2991,D2992,2022-07-10 17:42:13,quag run dunkin,,[],[],0,3,,,19707507,batsdingerbonds,🍕🌮🦇⚾ pizza/tacos/bats ⚾🦇🌮🍕,3701,2198,225937,False,297118,0.0,1.0,0.0,0.0,neutral
2992,D2993,2022-07-10 17:38:55,problem figur whether your trump aint black weve never seen anyth like putin tax food ga go 7 eleven dunkin donut unless slight indian accent,,"[758194058422616064, 375721095]","['mny_mrk', 'Breaking911']",1,20,7.58194058422616e+17,mny_mrk,700159052,Thomas_hook,Tommy Hook,498,1047,33451,False,26877,0.099,0.901,0.0,-0.5873,negative
2993,D2994,2022-07-10 17:38:36,biggbi better either starbuck dunkin,,[1170305982],['GeoffLong33'],0,0,1170305982.0,GeoffLong33,16230913,g_in_cle,"g in CLE, PE",1481,533,55121,False,14738,0.0,0.707,0.293,0.4404,positive
2994,D2995,2022-07-10 17:38:35,dunkin donut devil doorbel,,[3180426910],['RationalBlonde'],0,1,3180426910.0,RationalBlonde,19156832,johnlogic,"John ""Logic"" Carlsen 🌈😷",1709,443,56226,False,9070,0.0,1.0,0.0,0.0,neutral
2995,D2996,2022-07-10 17:37:17,want ice coffe dunkin,,[],[],0,1,,,1302755919223160832,crlinavr,ezra 🌷,926,1137,24290,False,25241,0.0,0.822,0.178,0.0772,positive
2996,D2997,2022-07-10 17:36:32,dunkin realli went frozen hot chocol,,[],[],0,2,,,174466317,radiculebeats,✨ Raddy Daddy ✨,2424,2760,41511,False,35279,0.0,1.0,0.0,0.0,neutral
2997,D2998,2022-07-10 17:36:21,good morn dunkin donut,,[],[],0,16,,,350869145,gwondleabout,gwen,330,416,120884,False,42502,0.0,0.58,0.42,0.4404,positive
2998,D2999,2022-07-10 17:35:38,dunkin trash around,,[193921355],['Boston'],0,2,,,1267571928765624321,ChirpDad,🌵,538,172,15693,False,4921,0.0,1.0,0.0,0.0,neutral
2999,D3000,2022-07-10 17:35:21,im dunkin donut rn,,[1276023902372876288],['villainjae'],0,1,1.2760239023728763e+18,villainjae,1419170916164988928,hellokittyb0t,hailey,64,46,4156,False,1839,0.0,1.0,0.0,0.0,neutral
3000,D3001,2022-07-10 17:35:21,frankli rogu galleri,,"[902256170, 1432242156]","['hum_dunkin', 'JoannaMang']",0,2,902256170.0,hum_dunkin,37309591,tybuddhaboy,tybuddhaboy,624,3292,153868,False,49850,0.0,1.0,0.0,0.0,neutral
3001,D3002,2022-07-10 17:35:09,spent obscen amount money dunkin past day,,[],[],0,0,,,1365167439110094848,cosybri,bri,230,241,1139,False,3117,0.226,0.774,0.0,-0.5859,negative
3002,D3003,2022-07-10 17:34:04,go 7 11 dunkin donut unless slight indian accent joke,,[34367582],['TimRunsHisMouth'],0,0,34367582.0,TimRunsHisMouth,1540542325130022913,GadharSean,Sean Gadhar,24,6,271,False,324,0.085,0.915,0.0,-0.1695,negative
3003,D3004,2022-07-10 17:33:11,anyth brain alright cool dunkin,,[],[],0,8,,,2332993834,tobiologist,sierra 🎪 waiting for skz,902,4150,125019,False,139050,0.0,0.677,0.323,0.5106,positive
3004,D3005,2022-07-10 17:33:06,dunkin gt starbuck dont drink coffe prefer dunkin brand coffe better,,[1239804776],['SecretAgentMav'],0,0,1239804776.0,SecretAgentMav,365269036,bbrashaw,"North, East, West, South",3061,1046,35993,False,31983,0.131,0.869,0.0,-0.3412,negative
3005,D3006,2022-07-10 17:32:31,get fuck dunkin caus bitch acid yesterday didnt fall asleep till 5am feel demolish rn,,[],[],0,0,,,1467812231182270465,Malorycalorie,🌙Malory🌙,37,35,7208,False,3947,0.169,0.831,0.0,-0.6204,negative
3006,D3007,2022-07-10 17:32:12,enough starbuck philli neighborhood forc go trash dunkin donut dont even understand make doppio extra ice pump vanilla syrup,,[],[],0,0,,,1221341632710180864,goldieceo,👑,266,27,87,False,468,0.077,0.923,0.0,-0.4588,negative
3007,D3008,2022-07-10 17:31:57,america run dunkin slogan,,[33333999],['jcarrollosen'],0,1,33333999.0,jcarrollosen,822235684987662336,tango793_anne,Anne Donovan,1270,1604,218373,False,115950,0.0,1.0,0.0,0.0,neutral
3008,D3009,2022-07-10 17:31:57,drink dunkindonut think ben affleck would best friend,,[],[],0,37,,,627970013,BoyYeetsWorld,kelly,1843,32519,187119,False,28936,0.0,0.601,0.399,0.8074,positive
3009,D3010,2022-07-10 17:31:53,oh sure,,"[902256170, 37309591]","['hum_dunkin', 'tybuddhaboy']",0,2,902256170.0,hum_dunkin,1432242156,JoannaMang,joanna,749,1671,75533,False,13925,0.0,0.465,0.535,0.3182,positive
3010,D3011,2022-07-10 17:31:24,think take suckler charact,,"[1432242156, 37309591]","['JoannaMang', 'tybuddhaboy']",0,2,1432242156.0,JoannaMang,902256170,hum_dunkin,hum dunkin,923,1460,129392,False,22942,0.0,1.0,0.0,0.0,neutral
